username,rating,date,review_text,pros,cons
JELLE M.,4,2022-02-19,"I started using this because of amazing results with the face moisturizer, which is a gel cream consistency. I was hoping for something similar with the body lotion but it’s a pretty thick, but not rich lotion that is hard to rub in. The fragrance is pleasant light coconut smell that doesn’t make you smell like suntan lotion. I wouldn’t have minded a stronger coconut scent but the lighter, fresher iteration makes it more versatile and it won’t offend sensitive noses.",,
Kellen H.,5,2022-02-19,I love this lotion! It doesn’t make you feel greasy and it smells so good! It keeps you moisturized all day and has all natural ingredients in it! It wasn’t costly and I will definitely be buying this again!,,
Lisa S.,5,2022-01-24,"I use this moisturiser daily it goes straight into the skin leaving no greasy residue. It smells great that’s if you like the smell of coconut it has no parabens, phthalates, mineral oil, gluten, sulfates or dyes. I would buy this moisturiser again",,
Natasha F.,5,2021-08-10,One of my go to products in summer its a great product smells so nice just love this product gives a really nice moisture to the skin,,
Kelley R.,5,2021-07-17,"Fair trade amazing lotion really hydrates! I absolutely recommend this product it's a terrific value around $4 no parabans, phthalates, dyes, mineral oil, gluten or sulfate. Long lasting this formula is 24 hours I recommend the entire Palmer's product line amazing beachy coconut scent. 8.5 oz [product:palmer's-coconut-bodylotion]",,
Gerald No,5,2021-07-12,This lotion smells great. And the lotion is thick and not runny. Makes my skin really smooth. Also use it in my beard and makes it feel softer. Last a long time as well.,,
Charlotte Ho,5,2021-05-14,"Used originally for healing tattoo's but has become my favourite moisturiser now. Works so well on dry areas. is not heavy, sticky and melts into the skin quickly but leaves it feeling soft all day. Plus it has a gorgeous scent. A must try!",,
,5,2021-05-04,"Price: $5.20 Best body lotion ever. My skin is so sensitive and dry, but this let the skin smooth and soft for hours. The smell is so gentle and natural and it’s so affordable. Finally you don’t need to soak yourself in cream, just a little bit is enough. I love it!!!",,
Jessica H.,5,2021-05-02,Palmer’s products always provide Fantastic moisture and this coconut oil body lotion is no different. I am in love the scent and hope to find this in a larger bottle.,,
Flor M.,5,2021-02-25,"Thanks to PINCH me I got to try this oil. I recommend this because it helped with my dry skin and no greasy feeling. I like the smell, affordable and the oil absorbed fast in the skin. Glad I got this sample.",,
Shanice F.,5,2021-02-23,This has worked both as a body lotion and a moisturizer that I have been using to help clear up dryness on my face! Love the smell and the vitamin E helps with any scars/blemishes. Glad I picked this up! [product:coconut-oil-body-lotion],,
Sheryl K.,5,2021-01-03,[product:palmers-coconut-bodylotion] I live every thing that is Palmers. I love the coconut 🥥 smell. The lotion is greasy. I always have at least 1 tube in the closet for back up. Works great for dry skin and rubbing aching muscles. I recommend this to others. Good value for price.,,
Erica Me,5,2020-10-28,"I love this product! It smells so good and it does wonders on your skin! I love that it comes with vitamin e and has the cleanest products, no parables, sulfates, or dyes and it’s so cheap too! Definitely recommend!",,
Neny Te,5,2020-10-27,"Excelente producto me encanta usarlo es muy bueno, y si comparan calidad precio ,se darán cuenta que vale la pená comprarlo y usarlo,comparados con otros en el mercado",,
BHAVYA NARAYANA DA,5,2020-10-05,"If you love coconut scented products like me then you will love this body lotion and if you have super dry skin then you will love this product even more. This coconut oil body lotion saved my extreme dry skin during winter because it is super moisturising. This lotion has a thick texture that melts onto the skin smoothly without feeling uncomfortable, leaving a nice coconut scent on my skin. I use the lotion at night and my skin feels super smooth the next morning. Highly recommend for people with dry skin.",,
Tiffany F.,5,2020-09-26,"This is one of my favorite body lotions to use by Palmer’s. Smells sweet, absorbs fast. Gives a nice glow and my skin is soft. Great for winter months.",,
Elizabeth Ga,5,2020-09-25,It smells really good and I love how it leaves my skin ! It lasts really long and moisturizes my skin,,
Christina H.,1,2020-09-24,i wish i would have kept my money.. i love the cocobutter palmers but this one is very watery not moisturizing at all it smells like coconut playdoh i wasent happy at all with this i will no repurchace and i dnt recommed anyone try it,,
Flerida Ca,5,2020-09-11,Love it❤️ excellent to keep the skin moisturized all day and I love the aroma of coconut I love this cream❤️,,
Gem C.,4,2020-09-11,"I have tried SO many creams and lotions, from budget friendly low end to department store high end.... And this is BY FAR my favorite!!! I usually don't even make it half way through a bottle and I have this one well on it's way to empty, and I just bought it two weeks ago. It smells amazing, but the highlight of this product is the long lasting moisture... It actually does what it's supposed to lol",,
Kayleigh A.,3,2020-09-01,"I love the smell of this product 😍 it has that 'holiday' smell. In regards to the actual products use for moisturiser... i don't actually think it is great. Initially, my hands feel moisturised and very fresh while rubbing the lotion in, however, within minutes, my hands or legs etc, will smell so lovely, but my hands will actually feel rather dry. I love the other Palmers moisturisers, so it is a bit disappointing. Will continue to finish off the bottle, but I don't feel that is a palmerd product I would buy again, unlike some of the other moisturisers that Palmers have to offer. ♡x♡",,
Brooklyn Br,5,2020-07-12,"Palmers alone is perfect for the skin, but adding coconut oil is just beyond amazing so hydrating and lushious, honest my skin wouldnt be the same with out it",,
Louise Ma,5,2020-06-12,"Swapped from coco butter by Palmers to this coconut oil body lotion about a week ago and I am so in love! It absorbs so well and leaves your skin feeling soft and nourished all day long. Not at all greasy and it is an absolute bargin (I think it was on offer when I bought it but even at full price it's still a steal). It is my new favourite and I would highly recommend giving it ago. It also smells really good, not too sweat or strong but just right.",,
Chelsea K,5,2020-04-11,Smells incredible and it makes your skill #skin feel like silk. I’m obsessed! You can fine it even at Walmart!,,
Robyn Si,5,2020-03-10,"Affordable, quality moisturizer. It claims 24 hour moisture...no lotion lasts through hand washing but in general I feel like this lotion helps heal my dry skin. It’s my go to winter lotion.",,
Beth Li,5,2020-02-11,I love using coconut oil on my skin and this oil/lotion formula is my new favorite! It goes on so smooth without a greasy oily type feeling . My dry skin drinks it up! It has a nice mold scent to it and the price is the best part!,,
Jenn Mc,5,2020-02-04,This stuff Relieves try skin like nothing I have ever used it has a great coconut some recent non-greasy little bit goes a long way and for so inexpensive it is the best solution for dabs on dry itchy skin,,
