username,rating,date,review_text,pros,cons
Jessica D.,4,15 days ago,Years ago I was having issues with my skin and my dermatologist recommended this brand. I was really glad it wasn’t some expensive brand but something you could pick up anywhere. generally wear this lotion on non-makeup days because it seems a tad bit much under my makeup. For me a half a pump is plenty so it will last you quite a while. I’ve never had any issues with sensitivity or breakouts although I’ve never had issues with breakouts. It’s a wonderful everyday moisturizer.,,
Asya P.,5,15 days ago,"I've been using CeraVe Daily Moisturizing Lotion for a while now, and it's honestly made a big difference for my dry skin. It's lightweight but super hydrating, and it absorbs quickly without feeling greasy. My skin feels noticeably softer and smoother after using it consistently. I also like that it's fragrance-free and has ceramides to help repair the skin barrier. Definitely a go-to if you struggle with dryness and want something simple but effective.",,
Stephanie K.,5,17 days ago,I actually bought the value sized CeraVe daily moisturizing lotion to use for my broken ankle/skin graft because I loved how it made my face feel so moisturized. I think this works great! It has a nice scent and it feels lite versus sticky. I would recommend it as a great multi-use moisturizer.,,
Salma A.,5,17 days ago,"A really great texture, has an effectiveness on thee skin, and really secure packaging, and has no scent, and perfect ingredients for dry skin and is just perfect.",,
Leidy D.,5,18 days ago,"Su textura es cremosa pero ligera, no grasa. Se absorbe rápidamente sin dejar sensación pegajosa, ideal para uso diario tanto en rostro como en cuerpo. Es muy efectiva para hidratar profundamente y restaurar la barrera cutánea, especialmente en piel seca o sensible. Mantiene la piel suave e hidratada por muchas horas. No contiene fragancia, lo cual la hace ideal para pieles sensibles o alérgicas a perfumes. Contiene ceramidas (1, 3 y 6-II) que restauran la barrera natural de la piel, ácido hialurónico que retiene la hidratación y tecnología MVE, que libera los ingredientes de forma prolongada. Viene en tarro o en formato con dispensador, ambos prácticos. El diseño es limpio, con información clara y fácil de usar.",,
Sadia A.,5,18 days ago,"This CeraVe moisturizing lotion is great for my skin because it doesn't feel heavy or thick on my skin. For a person who has oily skin, I recommend this lotion because it is light weight and doesn't have a weird smell to it.",,
Erika F.,5,19 days ago,"I’ve been using CeraVe Daily Moisturizing Lotion for several weeks, and it’s been a game-changer for my skin. It has a lightweight texture that absorbs quickly without leaving a greasy feel. Perfect for sensitive and dry skin, and I love that it’s fragrance-free. It has helped a lot with dryness, especially on my elbows and legs. Plus, the hyaluronic acid and ceramides really nourish the skin. The pump dispenser is also super convenient.",,
Amy L.,5,20 days ago,My absolute favorite lotion and moisturizer of all time. This product is so gentle and hydrating. I find myself reaching out for this day after day and year after year. This lotion has no scent and feels weightless on my skin. I always have this in stock at home. Ingredients after gentle and clean. The packaging is great for dispensing the product with ease.,,
Imaan W.,5,20 days ago,"helps hydrate, calm, and soothe your skin, while also helping to maintain your protective skin barrier works great on my skin hydrate it definitely recommend",,
Sienna R.,5,21 days ago,"CeraVe Daily Moisturizing Lotion Review I’ve been using CeraVe Daily Moisturizing Lotion for years, and it’s become a staple in my skincare routine. It’s the perfect balance of hydration without feeling greasy or heavy. My skin absorbs it quickly, leaving it feeling soft and smooth all day long. Unlike other lotions I’ve tried, this one doesn’t irritate my skin or cause breakouts, which is a big deal for me. I also use it alongside the CeraVe Foaming Facial Cleanser and sunscreen, and together, they’ve helped keep my skin clear, balanced, and moisturized. This lotion is gentle enough for everyday use and provides long-lasting hydration, making it perfect for all skin types. Highly recommend it!",,
Sarie R.,5,22 days ago,"I feel like having this moisturizer should be mandatory. Not only is super easy to use but i saw great results almost instantly after my first use. My skin looks glowy and feels ultra moisturized and hydrated every time I use. I love that has no fragrance or any harsh chemicals that could damage my sensitive skin. I alternate between retinoids and retinols, so having this moisturizer is a must on my skin care regime.",,
Yenessy P.,5,22 days ago,"Compré el tamaño viajero para poder probar la fórmula ¡y me encantó!, el paquete es muy compacto, no tiene olor lo cual me encanta, la hidratación es casi instantánea cuando aplicas la crema y la textura es muy cómoda de llevar! Recomiendo totalmente.",,
Liliana E.,5,23 days ago,"I like this moisturizer, it leaves your skin soft and the packing is very simple In my opinion I don't think it has a scent, there's no harsh ingredients in this and best of all it's soft with your skin",,
Ena B.,5,23 days ago,"CeraVe Moisturizing Lotion is lightweight, non-greasy, and hydrates skin all day. Great for sensitive and dry skin! It’s scent free and absorbs quickly. The package has a pump included.",,
Maftuna M.,5,23 days ago,"Good moisturizing cream, good, convenient, strong packaging, no smells. Good moisturizing effect . good packaging has a very good effect on skin texture. In ingredients, no chemicals.",,
Andrea S.,5,25 days ago,It’s really good my favorite facial lotion!This also last a long time it also hydrates my skin very good which I love! The packaging is great and its scent free and which I love,,
Emma F.,5,27 days ago,"This lotion is a fantastic skincare staple for me! Its lightweight formula absorbs quickly, leaving the skin feeling soft and hydrated without any greasy residue. Packed with essential ceramides and hyaluronic acid, it helps restore the skin’s natural barrier, making it perfect for everyday use. I love how it provides long-lasting moisture and keeps my skin feeling smooth and nourished all day!",,
Ebony W.,5,27 days ago,"I’ve been using CeraVe products for about three to four years now, and it has NEVER disappointed me. I love how gentle it is with my skin, and how clear my face has become overtime! The cleanser leaves me feeling refreshed, and the moisturizer works like a pro. It’s not heavy or greasy, everything is just right.",,
Libni S.,5,27 days ago,"Excelente hidratante, a muy buen precio y para todo tipo de pieles 😍🥰💗🙌🏼 Para las pieles acneicas y grasas es mejor de noches, y la piel la aprovecha mejor",,
Daria A.,5,28 days ago,"I’ve tried many moisturizers, but CeraVe Daily Moisturizing Cream is by far one of the best! It has a rich, non-greasy texture that absorbs quickly, leaving my skin feeling hydrated and soft . Lightly scented as a cream . Good packaging.",,
Adriana D.,5,29 days ago,Me encanta te deja la cara muy suave y muy hidratada la uso todo el tiempo para tener mi cara súper iluminada y no reseca por el sol y de noche siempre,,
Chloe H.,5,1 month ago,"I absolutely love this product! A little goes a long way and since building a routine with this item my skin has been great, I go out without makeup. The texture is smooth when applying and the packaging is clean.",,
Keisha S.,5,1 month ago,"My favorite moisturiser for couples years now. This lotion for normal to dry skin, and it’s quickly become a staple in my routine. The lotion is lightweight yet incredibly hydrating, and it absorbs quickly without leaving a greasy residue. My skin feels soft, smooth, and nourished all day long. I love that it contains essential ceramides and is fragrance-free, making it perfect for my sensitive skin. It’s gentle enough for daily use and keeps my skin moisturized even in colder weather. Highly recommend for anyone looking for an effective, no-fuss moisturizer, especially if you have a sensitive skin as I do.",,
Jasmin A.,4,1 month ago,Ich vertrage die Lotion sehr gut und bin einfan von den cerave Produkten. Der Duft und die Inhaltsstoffe begeistern mich. Die Konsistenz ist perfekt. Das Preis leistungs Verhältnis ist unschlagbar.,,
Fatima D.,5,1 month ago,"Nice aroma of cream without sharp smells. Includes many moisturizing rooms. Light thawing texture, moisturizes and calm the skin very well. Convenient packaging with a dispenser.",,
Mikayla M.,5,1 month ago,"I had a VERY dey skin and this lotion (the intensive one) savec my skin! One or two push a day, keeps your skin glowing and hydrated for the day! It doesn't feel greasy wich is awesome!",,
Gianna B.,4,1 month ago,"Fragancia mi sutil, empaque muy práctico, lo utilizo en el cuerpo completo y en la cara ya que posee ácido hialuronico, textura suave y efectividad continua.",,
Esmairy G.,5,1 month ago,"Textura ligera y súper hidratante especialmente para pieles normal a secas aporta luminosidad y frescura a tu piel, perfecta para utilizarla diariamente sin que la textura te deje la piel grasa, sin fragancia excesiva para mejor aplicación",,
Kingston P.,4,1 month ago,The packaging design is simple but great. Texture is creamy and perfect. The scent strength isn’t high at all wich I like in a product so it won’t irritate my skin. It is very effective and moisturizing. And the ingredients are all great for your skin.,,
Melissa E.,5,1 month ago,"Me encanta esta crema para hidratar mi piel sensible, no tiene fragancia me gusta eso para una crema hidratante, es excelente para hidratar y no irrita mi piel, porque protege la barrera de la piel.",,
Paola V.,5,1 month ago,Excelente crema te hidrata piel te pones el rostro bien suave no te quema la piel excelente producto lo recomiendo mucho de hidratar la piel famosa,,
Judith G.,5,1 month ago,It’s great. Makes my face feel clean and refreshed. Easy dispenser. It has no scent which I like but is made from great ingredients. It was extremely effective and made my face feel fresh.,,
Arisleiny B.,5,1 month ago,"This moisturizer for normal to dry skin is a must-have for those seeking deep hydration with a lightweight feel. Its fast-absorbing formula effortlessly sinks into the skin, leaving it feeling soft, smooth, and nourished without any greasy residue. One of its standout features is its versatility — it’s available in various sizes, making it convenient for travel, daily use, or trying it out before committing to a larger bottle. The cream is enriched with hydrating ingredients that help maintain moisture throughout the day, providing long-lasting comfort and suppleness. Ideal for both morning and night routines, this moisturizer works well under makeup or on its own. It’s perfect for those who want effective hydration without feeling heavy on the skin. Whether you’re dealing with occasional dryness or looking for a reliable everyday moisturizer, this product delivers excellent results.",,
Henry W.,5,1 month ago,"Great light motion for everyday. It's easy to apply, not too thick, not they're not too thin. Hands feel great afterward. Fragrance free is a plus.",,
Eliana P.,5,1 month ago,this product is great for my dry skin it realy helps me every day since its very dry where i live so this helps a lot with that !!!!!!!!!!!!!!!!!!!!,,
Lisandra M.,5,1 month ago,"Me gusta su textura deja la piel bien hidratada , no tiene olor , sus ingredientes están aprobados por la sociedad de dermatologia, me gusta los resultados obtenidos",,
Rylee N.,4,1 month ago,"Amazing! No scent, a nice smooth, light texture! I love that it includes hyaluronic acid, along with ceramides. I enjoy the sleek packaging. It makes my skin feel so smooth after a long day.",,
Yanique C.,5,1 month ago,"The Packaging is great,I love that the scent is mild and definitely my daily go to product for great moisture. It’s vey effective and ingredients is not harsh.",,
Inshik S.,5,1 month ago,"Amazingly wonderful daily moisturizing lotion. I love to apply all over my body, works wonders. Its lightweight, fragrance free with hyaluronic acid. This lotion comes with 3 essential ceramides to moisturize and restore our skin barrier!",,
Janelle K.,5,1 month ago,"This product does wonders, it leaves my skin so soft and moisturized daily. It has no scent so it is perfect for people with dry or irritated skin!",,
Melissa T.,5,1 month ago,"Amazingly good product for daily use! Super creamy and moisturizing, and absolutely zero irritation of any kind! Soothes after a shave, before applying makeup, and everything in between!",,
Wenn L.,5,1 month ago,Estuve usando esta crema por un tiempo y es muy suave muy buena lo recomiendo te dejo la piel muy suave tiene un buen textura cerave es la mejor 🥰🥰,,
Jade B.,5,1 month ago,"I have been using this moisturizer for years and it is my favorite . Doesn’t cause breakouts, the texture is great , I love that this contains hyaluronic acid! There is also no fragrance !",,
Ala F.,5,1 month ago,"Die CeraVe Daily Moisturizing Lotion ist ein echter Lebensretter für meine Haut! Ihre leichte, parfumfreie Formel spendet intensive Feuchtigkeit, ohne ein fettiges Gefühl zu hinterlassen. Besonders schätze ich die enthaltenen essenziellen Ceramide und Hyaluronsäure, die die Hautbarriere stärken und langanhaltend mit Feuchtigkeit versorgen. Sie zieht schnell ein und ist sowohl für das Gesicht als auch für den Körper ideal. Dank der dermatologisch entwickelten Formel ist sie perfekt für empfindliche Haut geeignet. Ein absolutes Must-have in meiner täglichen Pflegeroutine!",,
McKenna D.,5,1 month ago,This stuff is a blessing in a bottle.. great for dry skin and its not oily at all! I like that cerave doesnt use many scents in their products as those arent great for the skin. Honestly a great product you must try!,,
Brooke B.,5,1 month ago,"Love this lotion for daily use! No scent and doesn’t cause breakouts! Keeps my skin moisturized and soaks into the skin well! Soft and light feeling, not a heavy cream",,
Jennifer D.,4,1 month ago,"This is one of my favorite lotions. Natural scent. Leaves my skin feeling smooth, helps with the dryness without leaving you greasy. Easy pump handle. Only thing is, hard to get the last little bit in the bottle.",,
Monika C.,5,1 month ago,Emulsja intensywnie nawilżająca do szczególnie polecana jest do skóry suchej i szorstkiej ale świetnie sprawdzi się u każdego kto posiada skórę wrażliwą. Opakowanie zawiera 236 ml produktu o delikatnej białej konsystencji w skład której wchodzą ceramidy i masło Shea. Posiada delikatny choć słabo wyczuwalny zapach.,,
Maria P.,5,1 month ago,love this product. Very clean and works great for any skin type. Easy to use and great price. It’s not too thick it’s absorbs pretty quickly. There is no scent and it come in an easy to use pump bottle.,,
Emely S.,4,1 month ago,I really love this lotion. I use it everyday when I wear makeup. It is lightweight and it treats my skin so good I am in love with it and It really cured my dry skin. The packaging is really good because it is not hard to open.,,
María Alejandra R.,4,1 month ago,"Me ha gustado la fórmula ligera, se absorbe fácil y rápido en la piel, no queda grasoso y no es comedogenico. No tiene fragancia entonces es bueno para pieles sensibles también. El envase es práctico",,
An T.,5,1 month ago,"CeraVe Daily Moisturizing Lotion is one of the best lightweight, non-greasy moisturizers for daily use, especially for those with normal to dry skin. It’s packed with essential ceramides (1, 3, and 6-II) and hyaluronic acid, which help restore the skin’s natural barrier and keep it hydrated throughout the day.",,
Zavier M.,5,1 month ago,"keeps my skin clear, very good. Very budget friendly. Comes in a nice bottle. The smell is pleasant, And all the ingredients are healthy and keep me looking good.",,
Sophia C.,5,1 month ago,It is the best moisturizer for SUPER DUPER dry skin it honestly smells AMAZING it’s so rich and creamy it honestly looks edible😭 it’s fairly cheap too,,
Dulce Valeria H.,5,1 month ago,Perfect face lotion for sensitive skin. I love how it makes my skin feel . Its light weight & odorless. I have combination skin and this lotion is perfect for it 🩷,,
Manny B.,5,1 month ago,I love any Cerave product especially the moisturizing lotion. It keeps my skin feeling hydrated and it doesn’t give off a greasy feeling after. Good for the morning and right before bed!,,
Ceban A.,5,1 month ago,"H o provato questa lozione idratante viso e corpo e sono rimasto davvero colpito dalla sua efficacia e delicatezza. La formula è leggera e si assorbe rapidamente, senza lasciare residui untuosi, ma mantenendo la pelle incredibilmente morbida e idratata per tutta la giornata. La sensazione di freschezza è immediata, e la pelle risulta visibilmente più luminosa e vellutata. Una delle cose che ho apprezzato di più è la sua versatilità: è adatta sia per il viso che per il corpo, il che la rende perfetta per chi cerca un unico prodotto per tutto il corpo. Nonostante la sua leggerezza, offre un’idratazione profonda, che dura senza bisogno di riapplicare durante il giorno, anche nelle zone più secche. La profumazione è delicata, quasi impercettibile, il che la rende adatta anche a chi ha la pelle sensibile o preferisce cosmetici senza fragranze forti. Inoltre, la consistenza della lozione è abbastanza fluida da essere facilmente spalmata, ma abbastanza ricca da garantire un’idratazione profonda. In generale, consiglio vivamente questa lozione a chi cerca un prodotto idratante versatile, che non solo ammorbidisca la pelle, ma che la lasci anche visibilmente sana e curata. Perfetta per l’uso quotidiano, è un vero alleato contro la secchezza della pelle.",,
Amellionare :.,5,1 month ago,"I’ve been using CeraVe Daily Moisturizing Lotion, and it’s great. It’s lightweight, hydrates my skin all day, and absorbs quickly without feeling greasy. My skin feels soft and smooth. It’s definitely a daily staple for me.",,
Jaylin K.,5,1 month ago,This lotion is perfect for everyday use! I use it in the morning for lasting hydration all day long and before bed to wake up with moisturized smooth glowing skin!,,
Marwa P.,5,2 months ago,"I love this product so much! It’s the number one product I use daily for my skincare! It is nice and gentle even for those with gentle skin! The ingredients are also healthy for the skin! So as you can see this product has many benefits, so I would recommend using this! Thank me later!",,
Jordan D.,5,2 months ago,"The #1 product in my daily skincare! Our new house has hard well water, which has dried my face out dramatically! I have been using the CeraVe Daily Moisturizer and it has made such a difference in my skin! I barely have any dry or red patches left, and there’s no fragrance either, which is really nice! I would definitely recommend this moisturizer to everyone looking to add a bit of hydration to their daily routine!",,
Cienna M.,5,2 months ago,"As someone with incredibly sensitive skin, finding the right skincare product has always been a struggle. Most lotions either left behind an uncomfortable greasy residue or failed to provide lasting hydration. But CeraVe Daily Moisturizing Lotion has truly changed my life. From the very first application, I noticed an immediate difference. This lightweight yet deeply hydrating formula absorbs seamlessly into my skin, leaving zero excess oil or sticky residue—just pure, long-lasting moisture. My skin feels calm, nourished, and incredibly soft throughout the day. Even persistent itchiness, which used to be a daily nuisance, has dramatically reduced. And the best part? My skin now has a healthy, radiant glow that I never thought was possible. If you have sensitive skin and have struggled to find a moisturizer that truly delivers, look no further. CeraVe Daily Moisturizing Lotion is the game-changer you’ve been searching for!",,
Yash P.,5,2 months ago,Product is really good helped moisturize face quickly. Not too expensive and smells good. Really smooth and packaging is really good. Easy to find at multiple stores. The ingredients are good for skin too and a lot of dermatologists recommend it too.,,
Kayla H.,5,2 months ago,"this is my all time favorite facial moisturizer. it is lightweight and not sticky or greasy, but incredibly moisturizing and makes my skin baby soft",,
Selenny M.,5,2 months ago,"I love how lightweight yet deeply hydrating this lotion is! It absorbs quickly, leaving my skin soft without feeling greasy. The hyaluronic acid and ceramides help lock in moisture, making it perfect for daily use, even on sensitive skin. It has no fragrance, which is great for those with allergies or irritation-prone skin. I’ve noticed a big difference in my skin’s hydration and texture since using it consistently. The pump packaging is super convenient, and a little goes a long way. If you need a gentle, non-greasy, dermatologist-approved moisturizer, this is a must-have!",,
Lily M.,5,2 months ago,"I've been using this product for a year, and I really like it. It’s lightweight and absorbs quickly, so I don’t feel greasy after using it. My skin feels soft and hydrated all day, especially in dry areas. It doesn’t irritate my sensitive skin, and I love that it’s fragrance free. I use it daily and it keeps my skin feeling smooth and healthy.",,
Victoria S.,5,2 months ago,"This lotion is gentle, fragrance-free, and non-greasy, providing lasting moisture for all skin types. The hyaluronic acid and ceramides help strengthen the skin barrier, making it a must-have for a simple, effective skincare routine!",,
Katie T.,5,2 months ago,Such a hydrating and long lasting lotion especially for the price. Doesn’t have any scent and the texture is so smooth. Packaging is super easy to travel with and use,,
Mariana P.,5,2 months ago,"I love this moisturizing lotion, its especially great for the summer since its not as thick as the cream version of this. It has no scent which I love. I use it on my face and all over my body. You just can’t go wrong with this.",,
Christopher W.,5,2 months ago,"Cerave Daily Moisturizing Lotion is a game-changer for my skin. The ingredients like hyaluronic acid and ceramides work wonders for hydration. The packaging is simple, sturdy, and has a handy pump dispenser. As for the scent, it's pleasantly neutral—no overwhelming fragrances here. The texture is lightweight and non-greasy, absorbing quickly without leaving any residue. After using it consistently, I've noticed my skin feels smoother and more supple. It's perfect for daily use, especially if you have sensitive skin like me. Highly recommend giving it a try!",,
Emilly L.,5,2 months ago,The ingredient and very helpful . The packaging comes really good so it won’t spill. The scent is like a natural scent it doesn’t smell bad. The effectiveness works really good and leaves your face smooth The texture is perfect.,,
Trinh N.,5,2 months ago,It works well in the winter and when you have rashes. The packaging is great and there is no leaks on the bottle. It moisturizes your skin and for a while you rashes disappear. I think it’s worth my money and I encourage you to buy this product.,,
Jessie M.,5,2 months ago,"This is the lotion that I use multiple times a day on my acne optometrist skin, it has no scent and feels light of my skin, does not add additional oil or weight.",,
Ellie N.,5,2 months ago,"I use this lotion every day as part of my skin care routine. It’s lightweight enough where it doesn’t clog your pores, yet very hydrating. I like the fact that it’s unscented, which is good for sensitive skin.",,
Savannah P.,5,2 months ago,"I swear CeraVe’s Daily Moisturizing Lotion is a lifesaver! It’s super lightweight but still keeps my skin feeling soft and hydrated all day. I love that it doesn’t leave me feeling greasy or sticky, and it absorbs so fast perfect for when I’m in a rush. The best part? It’s packed with ceramides and hyaluronic acid, so my skin actually feels healthier the more I use it. Plus, no fragrance, which is a huge win for sensitive skin! If you want a simple, no-fuss moisturizer that actually works, this is it. 10/10, always a staple in my routine!",,
Sabine Ka,5,2 months ago,"Die CeraVe Feuchtigkeitslotion wurde speziell für trockene Haut entwickelt und versorgt sowohl den Körper als auch das Gesicht intensiv mit Feuchtigkeit, ohne einen fettigen Film zu hinterlassen – ideal für meine empfindliche Haut. Die Textur ist leicht und zieht schnell ein, was besonders angenehm ist. Nach dem Auftragen fühlt sich meine Haut sofort weicher und geschmeidiger an, ohne lange Wartezeit – besonders praktisch, wenn ich schnell in meine Kleidung schlüpfen möchte. Die enthaltene Hyaluronsäure und Ceramide pflegen die Haut intensiv und stärken die Hautbarriere. Besonders bei meiner sehr trockenen Haut, die im Winter oft juckt, hat sich die Lotion als ideal erwiesen. Sie verursacht keinerlei Irritationen und hinterlässt ein wunderbar weiches Hautgefühl, das langanhaltend ist. Der Pumpspender ist sehr praktisch und sorgt für eine sparsame Anwendung. Man benötigt nur eine kleine Menge, was die Lotion besonders ergiebig macht. Der Duft ist neutral. Ich liebe die Lotion sehr und benutze sie fast täglich.",,
Sabrina H.,5,2 months ago,"Gerade im Winter spannt und juckt meine Haut öfters. Die cremige Lotion zieht schnell ein und hinterlässt ein weiches Hautgefühl. Sie spendet langanhaltende Feuchtigkeit, auch am nächsten Tag fühlt sich meine Haut nicht trocken an. Die Creme ist parfümfrei und pH-Neutral, kann super von der ganzen Familie genutzt werden. Wir sind begeistert.",,
Rachel M.,5,2 months ago,"In my opinion, the packaging for this daily moisturizing lotion is aesthetic and pleasing to the eye. The product does not have a scent as it is fragrance free. The ingredients are clean with no dyes, fragrance or allergens. The product is gentle on your skin and rubs into your skin nicely. I have experienced no breakouts from this product and notice less acne while using it regularly.",,
Avril P.,4,2 months ago,"The texture is smooth and feel light. The ingredients are very nice. The packaging was clean. It scent is very good, no perfume. It’s effective, my skin is so much cleaner.",,
Tamara K.,5,2 months ago,"Ich benutze die CeraVe Intensive Feuchtigkeitslotion jetzt seit einiger Zeit und bin wirklich begeistert. 😘Sie hat eine leichte, angenehme Konsistenz und zieht schnell ein, ohne einen fettigen Film zu hinterlassen.😍 Meine Haut fühlt sich direkt nach dem Auftragen weicher und gut mit Feuchtigkeit versorgt an.Besonders gefällt mir, dass die Lotion kein Parfum enthält und hautfreundliche Inhaltsstoffe wie Ceramide und Sheabutter hat. 😚Ich habe oft mit trockener Haut zu kämpfen, aber mit dieser Creme bleibt sie den ganzen Tag über geschmeidig.🙂🙃 Ein rundum tolles Produkt – ich kann es definitiv empfehlen!",,
Emma L.,5,2 months ago,Love this face lotion!!! I use it everyday and it is so nice! Makes my face not dry and soft!!!!! I would definitely recommend this for a friend!!!,,
Lotte V.,5,2 months ago,"This moisturizer really comes highly recommended! The formula is gentle and absorbs quickly into the skin, so you don't have a sticky feeling after application. What I especially like is that the moisturizer does not have a strong scent, which is ideal for people who are sensitive to fragrances. Also, I am easily bothered by body lotion due to perfume, but with this one from CeraVe is perfect!",,
SVETA M.,4,2 months ago,"The CeraVe Moisturizing Lotion is a fantastic choice for those looking for a lightweight yet deeply hydrating moisturizer. It’s formulated with essential ceramides and hyaluronic acid, which help restore the skin’s barrier and retain moisture without feeling greasy. The non-comedogenic and fragrance-free formula makes it suitable for all skin types, including sensitive and acne-prone skin. It absorbs quickly, leaving the skin feeling soft, smooth, and well-hydrated throughout the day. If you need a gentle, dermatologist-recommended moisturizer that delivers long-lasting hydration, this is a great option.",,
Carolina C.,5,2 months ago,"Es muy buen producto limpia los poros a profundidad, además deja la piel brillante. Sus ingredientes son muy buenos para el rostro de verdad recomendable.",,
Kristina S.,5,2 months ago,I use this lotion (and the face wash) every day. I feels nice and smooth and is not sticky on my face. I wear morning and at night (there is a PM one that I like a lot as well.,,
Ruth R.,5,2 months ago,I use this product a lot especially when it’s the winter. It moisturizes my face leaving my skin feeling soft. It has a pleasant smell to it. I would recommend this product to anyone who needs a good lotion due to dry skin.,,
Jay M.,5,2 months ago,Work really good moisturizing your face! Especially if you have dry skin. Doesn’t really have scent to it.. packaging is eye catching! Can’t miss it!!!,,
Brianna T.,4,2 months ago,I love this product! It doesn’t make me break out and it keeps my skin hydrated for a long period of time! It also doesn’t make my face sticky! Which is great because I usually put it on before bed!,,
Rhea G.,5,2 months ago,"I love using this moisturizer for my dry skin especially in the winter. It’s lightweight but super hydrating! It absorbs quickly without feeling greasy, which is perfect if you don’t like heavy creams. If you have dry, flaky skin in colder months, this keeps your skin soft and smooth all day.",,
Amanda B.,5,2 months ago,Me encanta la marca Toda la linea de skincare Está cremita es súper refrescante Ideal para todo tipo de piel Hasta para el cuerpo funciona 100% recomendada,,
Benson G.,5,2 months ago,"This works great! The texture is very lightweight and absorbs into my skin after a while of application. There is no scent, and the packaging is amazing. I love how I can twist the pump to close the product. Not to mention, this is soo affordable!",,
Ani M.,5,2 months ago,wether its applying for my skincare or under my makeup.. cera has always kept my skin moisturized. I love how easily i can transfer it to another bottle and how the scent isn't so overpowering. One of my favs!!,,
Danni C.,5,2 months ago,Have been using this daily for months. It is a great reliable lotion that's perfect for every day. It absorbs easily and doesn't feel greasy. It's lightweight and fragrance free too!,,
Kaylee P.,5,2 months ago,"I love the packaging of the mini one, it is perfect amount of product for traveling. This lotion soothes my skin and is non-fungal. Safe to use around my fungal acne on the forehead. Have not broken out from this and perfect for dry skin (like myself, who is in the chlorine water 24/7)",,
Rose H.,5,2 months ago,I love this lightweight moisturizer!! It has helped tremendously with my dry skin throughout the winter. It has no smell and ingredients are just what I need in my routine.,,
Herve L.,5,2 months ago,"Une marque super, des produits de qualité, j’utilise cette crème chaque jour, le matin et soir et je sens ma peau hydratée. Le tarif est très correct, j’adore la texture onctueuse et non collante. Emballage sans sur plus et des ingrédients clean !",,
Tine T.,5,2 months ago,I love the packaging. The texture is just amazing. It’s good for different skin colour types. I recommend it smells fantastic lovee this product,,
Evelyn C.,4,2 months ago,Cera e is one of my favorite brands. Love love how the packaging has a pump. Love the texture. My skin has been better even senses. I l love this product.,,
Eternal B.,5,2 months ago,"The CeraVe Daily Moisturizing Lotion has a lightweight, non-greasy texture that absorbs quickly without feeling heavy. It has no strong scent, making it great for sensitive skin. The formula, packed with ceramides and hyaluronic acid, provides long-lasting hydration and helps restore the skin barrier. The pump bottle is convenient and easy to use. It’s a simple, effective moisturizer that works well for both face and body.",,
Eszter B.,5,2 months ago,"A CeraVe Daily Moisturizing Lotion egy nagyon népszerű és jól ismert hidratáló krém, különösen érzékeny bőrre. Az egyik legnagyobb előnye, hogy szinte minden bőrtípusra használható, mivel nem komedogén, tehát nem tömíti el a pórusokat. A benne található ceramidok és hialuronsav segítenek fenntartani a bőr hidratáltságát és erősítik a bőr védőrétegét. A textúrája könnyű, gyorsan beszívódik, nem hagy zsíros vagy ragacsos érzetet, ezért naponta többször is használható. Az illata minimális, így érzékeny bőrűek számára is ideális. Az ára is elég kedvező ahhoz képest, amit nyújt, így sokan esküsznek rá, hogy hosszú távon is fenntartja a bőrük egészséges állapotát",,
