username,rating,date,review_text,pros,cons
Martha C.,5,2024-10-14,Este producto te deja el cuerpo todo tu cuerpo bien suave aroma fragancia excelente textura suave absorbente muy bien se los recomiendo por lo suave que queda el cuerpo,,
Sammy Te,5,2024-10-07,"Smells so good! The lather is so nice and thick on my body, packing recycled and ready to go. ingredients not harmful whatsoever, and makes me smell amazing!",,
Shelby H.,5,2024-10-05,Super smooth and makes your skin extremely soft! Doesn’t irritate my skin in any way. Even my son likes it! I will definitely be repurchasing this in the future!,,
Carolyn M.,5,2024-09-23,"Sin duda alguna este es uno de los productos favoritos, huele rico, la textura es suave, deja la piel suave e hidratada, se absorbe súper bien, y el empaque es súper.",,
Melissa E.,4,2024-09-12,I have sensitive skin and tend to get headaches if something has a strong scent. This lotion works great for me. It’s not very thick and absorbs in to my skin nicely. I keep a few bottles around my house all the time.,,
Jada B.,4,2024-09-06,The texture of this lotion was soft and smooth. When you put it on your skin that is dry your skin will thank you because your skin absorbs that lotion and you will no longer have dry skin,,
Kerstin V.,3,2024-09-04,"Habe diese Body Lotion für meinen Mann gekauft, zwecks empfindlicher Haut. Der Duft ist angenehm und von der Konsistenz lässt es sich gut auf der Haut verteilen. Leider gibt es für ihn nicht ganz so, die Feuchtigkeit für seine empfindliche trockene Haut ab .",,
Vickie Oc,4,2024-08-22,"My daughter has terribly dry skin, and everything breaks her out did not have any issues with using this product. Smooth application and smell was nothing terrible.",,
Lillian J.,5,2024-07-07,"Having dry skin is no fun, but finding the best lotion eases your pain away. Very clean ingredients used leaving you with hydrating and moisturize skin. Long lasting with no added scents.",,
Sahsha Ro,5,2024-06-18,Made my skin feel so soft and moisturised. It has an amazing scent and the packaging looks amazing. It has really good ingredients too. I 100% recommend this product.,,
Palotes M.,4,2024-05-02,"Loción con ingredientes naturales para hidratar la piel sensible con un textura rica y un aroma que no molesta. Es una marca de toda la vida, de siempre.",,
Emily K.,4,2024-04-25,"This lotion is great for my skin! I've used it several times, and it absorbs quickly and makes my skin feel incredibly soft. The scent is mild but clean as well.",,
María Isabel B.,5,2024-04-24,"Se absorbe rápido y no deja sensación grasa aunque me pase con la cantidad . Suelo aplicarme más cantidad en codos y rodillas. Te puedes vestir casi en seguida después, y deja un olor agradable en la piel que te dura todo el día.",,
Anaika Pa,5,2024-04-15,"It’s smell good, it makes the body really smooth and beautiful,it’s a good product , it removes imperfections I like it, I recommend it to you, and it smells good",,
Jessica Sq,5,2024-04-11,"Dove Body Lotion for Sensitive Skin is a staple in my household. My toddler and I both have eczema, and this lotion soothes our dry skin without irritating it-- leaving it silky smooth and comfortable.",,
Samantha B.,5,2024-02-29,"Love using dove products. They always leave my skin feeling soft and clean. The scent is good, and with my dry skin it helps with hydration and stops it being so dry. Good value for money",,
Kelly D.,5,2024-02-22,This is the best moisturizing lotion ever. It does have a smell that some may not like but I don't mind it. The lotion is thin and absorbs easily. You do have to be sure you rub it in well or it will feel sticky. Lasts 48 hours or more even after using soap and water.,,
Charley Dr,5,2024-02-02,Such a good fragrance and price very effective and package is very minimalist and the ingredients work very well together and is so good for my type of skin,,
Francia Sa,5,2024-01-26,The lotion is good for sensitive skin my doctor recommended for me to use it for my skin I don’t use any other products my kids use it for their skin also,,
Huyen D.,5,2024-01-26,"smooth and has a gentle fragrance. The cream absorbs well and makes my skin smoother, without causing stickiness or discomfort. Helps my skin feel less dry and chapped. Moisturizes well.",,
Maria S.,5,2024-01-22,"I love this body lotion because I feel that it is gentle on my body, fulfilling its moisturizing and protective function. I like it because when I apply it my skin feels silky without feeling greasy. In addition, it has a pleasant aroma between subtle and sweet, which does not intervene if you use perfume. If I recommend it, I would buy it again. I like Dove products.",,
Elodie R.,5,2024-01-05,"Dove est une marque pleine de douceur. Moi c'est a ca que ca me fait penser. Une texture agréable, un parfum doux. Et cela laisse une peau très douce.",,
Jeremiah Y.,5,2023-12-17,"Dove body lotion for sensitive skin delivers a soothing and gentle moisturizing experience. Its hypoallergenic formula is designed to nourish and hydrate without causing irritation, making it a reliable choice for those with sensitive skin. The lotion absorbs quickly, leaving skin feeling soft and comfortable throughout the day.",,
Sabrina S.,4,2023-12-01,"This lotion doesn’t have much of a fragrance, it works pretty well but not my go to lotion. It absorbs well with a little greasy feel for a while after.",,
Samantha M.,5,2023-11-20,Love this stuff it smells good and works really well keeps me moisturized and it’s not too expensive I highly recommend this to anyone and everyone.,,
Sara A.,5,2023-11-16,"Deja muy buen olor, rápida absorción, deja la piel muy suave e hidratada. Precio competitivo. Formato de bote cómodo de usar. De uso diario, no deja sensación pegajosa",,
Savannah Ri,5,2023-11-16,This body wash keeps my skin soft and doesn’t brake me out I was getting rashes before but after dove I’m good I get mine with out fragrance just to keep it clean,,
Maria Cristina M.,4,2023-11-09,"Utilizzo questa crema da sempre avendo pelle secca e d inverno e verame.te un toccasana, non rimane appiccicosa e lascia un profumo persistente",,
April G,3,2023-11-05,Fragrance was light with clean fresh scent absorption quickly on the skin safe to use every day packaging versatility price was affordable effective enough to get your skin soft ingredients was for sensitive skin tones and type,,
Vicky Ba,5,2023-10-28,"My favourite things about this product is how hydrating it is as soon as you put it on! The texture is super creamy but absorbs quickly so you’re not left feeling sticky. The light fragrance is simple and pure, so perfect for sensitive skin. It’s so easy to use, the pump packaging allows for easy administration and use!",,
Leah H.,5,2023-10-14,My skin never fails to be left silky smooth and refreshed after I use Dove body lotion. I’m not a huge fan of the scent but it’s not overwhelming or strong.,,
Salsabila Ayah N.,5,2023-10-02,This lotion gives my skin good hydration I love it really it have a nice smell and I use it after the shower it’s a great feeling and it softens my skin really good I love it:),,
Margherita L.,5,2023-09-08,Prodotto unico del suo genere. Lascia una bella sensazione di freschezza sulla pelle e non rimane appiccicoso. Il profumo poi è inebriante che persiste,,
Yndrina BM-193478 R.,5,2023-08-21,"Esta loción para el cuidado de la piel para pieles sensibles es hipoalergénica, aprobada por dermatólogos, adecuada para todos los días y perfecta",,
Annemette D.,5,2023-08-13,Rigtig god lotion til sensitiv hud. Jeg har sart og sensitiv hud så det er ikke alle produkter jeg kanbruge. Men den her kan jeg tåle. Den er nem at anvende.,,
Mateo Ur,5,2023-07-27,Helps retain moisture for the majority of the day and it keeps my skin ever so silky smooth. You are able to use it for your face but I recommend the actual face one,,
Katelyn Na,5,2023-07-11,This is my favorite lotion. It doesn’t break out my sensitive skin. I love how it makes my skin so nice and soft! I will be buying more of this product!,,
Jana Hi,3,2023-07-03,"This lotion is nothing special. It’s pretty average. It does moisturize the skin pretty well, but it doesn’t last that long. The scent is okay I guess.",,
Julian Fr,5,2023-06-30,Hält ein was es verspricht. Nicht reizend. Und riecht gut. Ich war am Anfang skrptisch aber passt alles. Der Preis könnte niedriger sein aber das ist das einzige Problem,,
Kerstin E.,4,2023-06-24,"It smells awesome and easy to use. It keeps my skin soft, good smelling and protected&nbsp; from the sun the hole day. For me that have problem with items the has a to strong smell this one is perfect in the strength, not to much but still an even soft smell.&nbsp;It is a bit costly but worth every penny.",,
Kathryn S.,5,2023-06-09,I have always been told i have very soft skin. One of my secrets is dove. Dove lotions are one of the only lotions that i feel deliver very noticeable results.,,
Cynthia Pl,5,2023-05-05,I rotate buying my body lotions depending what's on sale for dry sensitive skin. If it is Dove I'm always happy with it. It has a gentle scent and absorbs quickly :),,
Kathleen N.,5,2023-05-04,This is the best lotion to use. I have severe dry skin but sometimes my pocket cant affors it. But the best I have ever used. Smells nice and smooth.,,
Tori Go,4,2023-04-27,SOOO nourishing and moisturizing. Recommend for senstivie skin because it helped me skin sooo much. I’ve always used it as great gifts. it’s my go too for presents.,,
Marie Iz,5,2023-04-22,Love this product it was not greasy. When you rubbed it on it rubbed in very nicely. I did not break out at all like I do with other lotions. I love dove I've always used dove and I will keep using dove. This product just made it more better,,
Anna Ro,5,2023-04-16,"My daughters and I love this product. Our skin feels moisturizes and soft. Many products irritate my daughters sensitive skin, however this one did not irritate at all. It’s her new favourite. Will continue to use. Highly recommend. I hope they continue making this product.",,
Martha St,5,2023-02-26,"Great for sensitive skin. Very moisturizing for your whole body! I would definitely recommend this product for others, especially if they have sensitive skin.",,
Alyssa R.,5,2023-02-11,Dove is a great product all around. Their sensitive skin line is amazing. It is the only product i use being i have very sensitive skin,,
Ashley Th,5,2023-02-11,I love this dove product! It never disappoints and always leaves feels smooth and hydrated and smelling good. Would definitely purchase again.,,
Alev C.,5,2023-02-10,"Ich finde die Dove Body Lotions allgemein alle gut. Sie spenden schön Feuchtigkeit, ziehen schnell ein und hinterlassen kein klebriges Gefühl an Haut und Händen. Preis Leistung definitiv gegeben. Dove ist eine meiner Lieblingsmarken da sie PETA zertifiziert ist.",,
Ralitsa Zi,4,2023-02-01,"Лосионът за тяло Dove Sensitive Skin е чудесен продукт от голямото семейство на Dove. Използвам го основно през летните месеци, когато кожата е раздразнена от силните слънчеви лъчи. Приятен аромат, нежна текстура и не на последно място икономичен продукт. Хубаво е, че има специален продукт за чувствителната кожа на тялото а не само на лицето. Давам 4/5 звезди, защото не съм сигурна дали продукта е медицински а само козметичен.",,
Melodia Go,5,2023-01-29,Makes my skin soft. Our family love Dove products and this one is one of our favourites. Works well with body scrub which I can’t live without.,,
Tara Co,5,2023-01-25,I love all the dove products from the lotion to the bath gel it will make your skin feel so soft and smooth and silky they're two different types of flavors they have the original dove soap 🧼 and body spray and the mango peach 🕊️,,
Denise F.,5,2023-01-13,Oui j'utilise presque toujours cette marque pour le prix et la facilité à les trouver. Une des seule qui me fait du bien,,
Mayra S.,4,2023-01-09,Op zich is dove een prima merk qua huidverzorging. Mijn huid daarin tegen wordt hier gewoon heel droog van. Ondanks dat ik smeer als een gek. Dat is jammer. Maar elke huid is anders natuurlijk!,,
Jon Va,5,2022-12-31,"Excellent Product!! Perfect for sensitive skin !! This product dries quickly without leaving an oily , slimy feeling.",,
Phyllis En,5,2022-12-31,Have been using for many yrs . Recommend from my oncologist. The smoothness of dove n just over all cleanliness is so overwhelming!,,
Danielle Bl,5,2022-12-30,"This lotion goes on really well and lasts all day without being sticky or greasy, it also doesn’t irritate my skin if I put it on after shaving",,
Alizah Ga,5,2022-12-29,I honestly did like it it’s really soothing and relaxing on the body I honestly did like it it’s really soothing and relaxing on the body I honestly did like it it’s really soothing and relaxing on the body,,
Mario A.,5,2022-12-28,Excellent very good this brand with its products I love the products and very economical recommended very soft the products,,
Brittany Ha,4,2022-12-10,I just love all the dove products. They are so sooth and refreshing. I love all the great scents that dove has available. Dove is a much preferred wash and lotion in my home.,,
Shellesa S.,5,2022-11-15,This is Always a go to. Keeps my skin soft a smelling great. I always recommend original dove products. You can’t go wrong.,,
Sylke St,4,2022-11-02,"Benutze es jeden Tag Früh und Abends, meine Haut fühlt sich gut an. Bin sehr zufrieden damit. Kann es nur weiter empfehlen.",,
Gloria Patricia Be,5,2022-10-24,"I'm lovin 'it sensitive skin Because my skin is too delicate and another brand gives me allergies, I recommend it to all my friends",,
Casey Go,4,2022-10-24,I love this lotion. My skin is sensitive and this lotion did not make me break out. I would use it again and again. Goes on smooth and even,,
Dylan M.,5,2022-10-15,worked well for dry skin. i had very dry skin and i used this and it helped me a lot. also felt very relaxing on the skin,,
Katharina We,5,2022-09-26,Diese Creme bietet eine tolle Pflege auch für strapazierte Haut. Sie zieht schnell ein und spendet genug Feuchtigkeit..,,
Falaq M,4,2022-09-15,"I am a huge fan of body lotion! So I’m always trying different brands! This one is a really good one, it’s gentle on the skin and leaves your skin feeling super soft. A huge hit! And it’s a bargain to buy!",,
Margarita Ll,5,2022-08-10,I have sensitive skin and breakout easily. Even fragrance makes my skin flare. This lotion is sensitive enough where I don’t get any negative reactions like I do with regular soap.,,
Oksana Kl,5,2022-08-07,Die Lotion bringt meine empfindliche Haut wieder ins Gleichgewicht und spendet Feuchtigkeit und dezenten Geruch. Die zieht schnell ein und ist sehr unaufdringlich.,,
Sheyy Lu,5,2022-07-25,I love this product it smells so good. I use it every other day. Its not that expensive. . Its perfect. I can smell it through the screen. LONG LASTING!!! It last up to 12 hours trust me i know. I buy it all the time. BUY IT ASAP. Perfect for sensitive skin.,,
Mariah Pl,5,2022-07-20,What can I stay its one of the ons I will go to every time it has me filing good and fresh and smooth it cant use every thing but this is will go to every time,,
Silvia R.,5,2022-07-12,"I was diagnosed in 2012 with atopic dermatitis and since then I have been using this brand. It hydrates my skin, and it looks and feels good.",,
Candace Th,5,2022-07-06,"I recommend this for all of my sensitive skin peeps. My body cant handle overload of scents or ill break out, this has been great for me.",,
Melissa L.,5,2022-07-04,"I have sensitive skin and his is amazing for anyone with sensitive skin. It does not bother me at all, I also use the Dove sensitive body wash. It leaves my skin very moisturized.",,
Marsha Pu,5,2022-06-23,"The pump is always a plus. Light scent. Moisture my skin and makes them super soft. Love all dove product, I use sensitive ones for my kiddos.",,
Sanela D.,5,2022-05-19,"High quality body milk. After application, the skin becomes soft and silky. The scent is also very pleasant and stays on the skin for a long time.",,
April Br,5,2022-02-06,This product makes my super dry skin in the winter time feeling so soft and smooth. I would definitely keep buying this product. The price is great as well. Well worth the money,,
Paula N.,5,2022-01-06,I really love dove body lotion makes my skin feel soft and fresh and is very good value for money I don’t see that it needs to be improved and is gentle on my skin yes i would buy it again,,
Shelly Ru,5,2021-12-30,I think dove products are all great. I have used dove since it first came out and it leaves my skin soft and supple.,,
Edwina B.,5,2021-10-30,Love all dove products for me and my baby too. Especially the sensitive skin products much more gentle on skin. I love that the scents are very mild or unsented to.,,
Carlota Ve,5,2021-10-05,Who doesn’t love Dove? All their products are amazing! I grew up using their bath soap bar as was the only thing my Mom will put in my body. I have an extreme dry skin and most of my lotions are medicated but this one is being working incredibly for me. This lotion leaves your skin feeling so hydrated and fresh for the whole day. It absorbs super fast so you don’t have that greasy residue most hydrating lotions leave. Is hypoallergenic and cruelty free. Is dermatologist approved and paraben free as well. So if you are looking for something that hydrate your skin but is gentle and safe… look no further! [product:dove-body-lotion-for-sensitive-skin],,
Nanci Ar,5,2021-09-07,This lotion is wonderful. Really leaves your skin feeling soft and moisturizied. THANK YOU DOVE. I definitely will recommend this to anyone.,,
Amiliana Jo,4,2021-08-12,"This lotion great for sensitive skin doesn't have a fragrance, it absorbs fast, and didn't have any irritation. Leaves my skin feeling smooth and soft. I use it whenever I feel like my skin is to dry.",,
Nick Fu,5,2021-08-05,I have been using this product for as long as I can remember. Anything with fragrance irritates my skin. This always does the job and is very gentle,,
Tera Co,5,2021-07-29,I have extremely sensitive skin to the point I can't use but unscented body washes deodorants and lotions. And this product keeps my skin hydrated all days and I don't have to worry about have a reaction to it,,
Toy Ph,4,2021-07-28,Dove products are always good I used this Lotion it really made my skin Soft We keep dove around the house,,
Angelo Fe,5,2021-07-25,"I get really dry skin so I tried this lotion it worked great for my dry skin. This lotion, hydrated my skin without leaving it feeling greasy. I did not have to continue applying this lotion all day",,
Amber K,5,2021-07-22,This lotion is perfect for my sensitive skin. I would definitely recommend this lotion.,,
Alexis Od,5,2021-07-19,One of the few products that doesn’t irritate my skin. Absorbs super quick & leaves skin super soft and well moisturized all day without being sticky or greasy. Really gentle and just smells “clean” so it doesn’t compete with perfumes. This is my go to for lotion!,,
Jannessa Ne,5,2021-07-14,"Great product, delivers great results. Definitely worth the money over store brands.",,
Jennifer Be,5,2021-07-13,Dove is a really good lotion. It has a smooth creamy texture that glides onto the skin without having to press firmly to glide all over. The sensitive skin lotion has no smell and you can see a difference in the 2-3rd application. [product:dove-body-lotion-for-sensitive-skin],,
Claudia De,5,2021-07-06,Dove’s body lotions are fantastic. I like the light scent and that it does not feel heavy on my skin,,
Rachel W,4,2021-07-06,Actually really good for sensitive skin! Doesn’t sting or burn on areas that may be raw from dryness. It leaves your skin a little sticky but it goes away pretty quickly. I put it on whenever I get out of the shower and my skin stays soft!,,
Aaddison Jo,5,2021-07-05,Love this one favorite products would totally buy again are use it every night very effective great product no improvements needed smells amazing love the scent Definitely recommend 100% no already amazing love it,,
Breanne Ca,3,2021-07-05,"I love dove , HOWEVER I have sensitive skin and this did not feel alright for my skin whatsoever .I definitely understand that my skin may just be abnormally different but I hope whoever has sensitive skin is careful and don’t cover yourself till you realize if it works for you or not .",,
Zahwa Yo,4,2021-07-01,"With an awesome smell, this works wonder on my skin but kinda expensive when it comes to price range.",,
Kayla F,5,2021-06-22,"I love using Dove lotion for my skin! I would say my skin is fairly sensitive, so I love using the [product:dove-body-lotion-for-sensitive-skin] and it is great to use on kids as well! Super affordable and leaves your skin feeling soft and moisturized.",,
Breanna J.,5,2021-06-20,Love would recommend for anyone with sensitive or dry skin. 10/10 no irritation or dry skin thanks to dove,,
Elle J,5,2021-06-20,I use this product often after showers. It keeps my skin Moisturised￼ and smelling nice. It gets rid of any ashyness on my skin and makes my skin feel nice and soft. I will be buying this again and I recommend to anyone else who has to deal with dry skin.,,
Jasmine Or,4,2021-06-20,I use this daily I use all dove sensitive love how light it is and how it really hydrated my skin.,,
Stacey H.,5,2021-06-16,My skin has improved so much with this lotion. I have sensitive skin so a lot of lotions that have fragrance in them irritate my skin so for the longest time I was scared to use lotions. This was recommended to me so I decided to give it a try and I’m so glad I did as my skin is so soft and hydrated now.,,
Diana H.,5,2021-06-14,I use this Dove sensitive lotion on my daughter's sensitive skin. It moisturizes her skin for 24 hours. It's fragrance free and very affordable,,
Tianna Mo,5,2021-06-14,I have quite sensitive skin so this product is perfect for me I always put it in everyday after my shower and I have noticed a huge difference it’s made my skin super soft and doesn’t irritate at all.,,
Trinity Bo,5,2021-06-13,I have sensitive skin and this keeps my body smooth and hydrated especially during winter,,
Keri Ly,5,2021-06-12,I absolutely love dove body lotion it always leaves my skin baby smooth and soft and I get really dry cracked knuckles in the winter and most lotions burn my hand but not dove it's amazing and smells good,,
Liana Lo,5,2021-06-11,"I have super dry sensitive skin from washing my hands so manu times, so, this helped me sooo much. I use it at night and wake up with smooth hands. Smells super good! Go try it!!! I would buy again",,
Shamia O.,4,2021-06-10,This lotion smells like a baby and it leaves skin moisturized it is not to expensive,,
Simone P.,5,2021-06-09,"This smells good and makes your skin really soft, it goes in really easy and smooth, not too expensive, pretty easy to find in the store too",,
TeTaiawa Wi,5,2021-06-08,"This product is great for those that have sensitive skin, best to wash face and apply for a goodnight sleep. This product doesn’t need any improvement at all and it’s a great scent, i will definitely buy again.",,
Ashley Za,5,2021-06-06,Perfect for my sensitive skin! Leaves the skin feeling so soft and doesn’t have any residue left over. If you have sensitive skin and are looking for an overall good body moisturizer I highly recommend,,
Michelle St,5,2021-06-04,I love this product for both me and my daughter . My skin isn’t nearly as sensitive as hers. It’s one of very few lotions that doesn’t cause her to break out and keeps her skin soft . I love the consistency of it and how I don’t need to keep reapplying it .,,
Lindsey M.,4,2021-05-26,Loved this it left my skin very smooth but found that it wore off pretty quick after a while and the smell doesn't last to long on your skin..I would improve it by looking to maintain the feel of moisture and the length of time it lasts,,
Kinaston Ha,4,2021-05-19,"Best product you can ask for lotion, it had felt great on my skin. It was very gentle and made skin feel so soft. I would recommend to anyone of my friends or family.",,
Saleka H.,5,2021-05-10,"I got this for my youngest child he was born premature so he suffers from skin rash during very hot or cold weather, but after using this I have noticed a huge difference with his skin condition this has made a huge difference and now the rashes have practically gone and he hardly get's itchy as his skin has calmed down a great deal.My son has noticed that this product has also made his skin soft and supple and he hardly complains of having very itchy skin so his able to do get on with his daily life without getting upset and doesn't miss doing P.E in school without huge rashes visible and doesn't feel embarrassed to wear shorts during his P.E lesson's.This product had made a huge difference to my son's life as well as mine, thank you Dove for your amazing product's.",,
Ana He,5,2021-05-05,My son always had dry skin and we used to use this lotion and it made such a huge difference!!!!!!!! Always loved dove products.,,
Tanya Es,5,2021-05-01,Perfecta para piel sensible y huele muy rico siempre tengo una en mi baño todos en mi casa la usamos,,
Birjees A.,4,2021-04-29,"My teenager introduced me to this creme recently. It’s a great creme and gets absorbed, leaving no greasiness. A big bottle can last couple of weeks. Very gentle and feels good on skin. I recommend it. #influenster [product:dove-body-lotion-for-sensitive-skin]",,
Adrianna En,3,2021-04-23,I was given this product when I was experiencing some dry skin but also some sun sensitivity. This lotion smells really great and relaxing,,
,5,2021-04-19,"Es lo MEJORRRR soy de piel seca y esta loción no contiene ni tintes ni fragancias ,además le da a mi piel todo lo que necesita para que sea una piel sana y hermosa ya que aporta suavidad y le dice adiós a la resequedad, los invito a que la usen si son de piel seca como yoooo.",,
Amanda Em,4,2021-04-01,"I like using this whenever my skin feels sensitive to weather changes, it really moisturizes nicely without having a reaction.",,
Starlynn Re,5,2021-03-31,"My three year old daughter has eczema. During the winter months her skin gets extremely dry, dove sensitive lotion is the only lotion that has worked for her and I am extremely grateful",,
Eva Ro,5,2021-03-30,"I love it. I have very dry skin and it works very well on the go, but doesn’t leave any moisture when I touch anything after.",,
Kerry On,5,2021-03-25,I love this. It feels fantastic on my skin and doesn’t leave the oily after feel that a lot of lotions do.,,
Nicky We,5,2021-03-24,I really love dove it makes my skin so soft and feeling fresh I use the body wash and hair products I recommend it to anyone and it smells great as well,,
Sachi Pa,5,2021-03-21,"If you have a skin that is very sensitive like mine, check this out, it makes your skin smooth, soft and yet does not harm your skin at all.",,
Kristi M.,5,2021-03-12,All [product:dove-sensitive-skin-body-wash] is great. This isn’t one I don’t like or wouldn’t recommend. [brand:dove] is nice and Hydrating￼. Many many years ago My dermatologist recommended dove to my mother and I. I’ve been using every since.,,
Keji A.,5,2021-03-12,I’ve use this body wash for years. The formula has changed a little bit overtime but overall very pleased￼,,
Mary To,5,2021-03-08,"It is a good shower soap I have used it with my son since he was 6 months old, his skin is soft and smooth",,
Paula Do,5,2021-03-05,"Deja una sensacion de frescura,&nbsp; se siente muy ligera en la iel, no causa molestias y el olor es muy ligero",,
Alexa D,5,2021-03-03,"This body lotion is so good, your skin feel soft. I like this product and I recommend.",,
Karlenna Bu,5,2021-02-28,Lobe dove body lotion! This stuff hydrates well and feels great on the skin! It’s also very affordable,,
Caitlyn Sl,5,2021-02-25,Great body moisturizer! My skin is sensitive but this lotion does not affect me at all--great product for dry winters!,,
Clarissa Na,5,2021-02-25,"My skin is really sensitive due all the medication I have to take due to my cancer, my skin is really dry and sensitive. This lotion help me a lot I also put it on my body while I’m damp. Highly recommend i",,
Brittany Mo,2,2021-02-23,I like a thicker type of lotion and this was very runny. Was not a huge fan of this product. Didn't feel like it keep my skin moisturized.,,
Aliuska Ca,4,2021-02-22,"He pasado años con rutinas equivocadas por no saber exactamente qué tipo (y necesidades) de piel tenía y es que sí, se puede tener una piel mixta a secas o una piel mixta con algunas particularidades y en mi caso esas particularidades son las que han marcado la diferencia. Un antes y un despué",,
Claudia M,5,2021-02-16,Es muy buena parte piel irritable pero buena almenos para mi es una de las mejores 😉👌,,
Sigrid Ju,5,2021-02-11,"Die Bodylotion von Dovelässt sih durch seine milchige Konsistenz sehr gut auftragen und verteilen. Sie zieht sehr schnell ein, fettet nicht nach und hat einen sehr angenehm leichten Duft. Sie gibt trockener Haut ihre Feuchtigkeit zurück. Sehr gut verträglich und Allergie getestet. Sehr empfehlenswert.",,
Dina Nw,4,2021-02-08,"I enjoyed using this body lotion I found it rly effective on my dry and sensitive skin especially because i &nbsp;have been finding it hard to find a lotion that works well with my skin ,generally I would use the lotion once to three times a day it is very long lasting and I would buy this lotion again&nbsp;",,
Alicia H.,5,2021-02-04,Love using this product as it doesn’t irritate my sensitive skin and leaves my skin feeling soft afterwards and not sticky,,
Austin C.,5,2021-01-31,"So funny story I actually learned about this product from my mother. She was using the brand and I smelt it, asked her about it and I fell in love with it ever since then. It’s a smell that’s neutral for everyone to use and it really helps your skin out feel smooth and relaxed. The smell is amazing too.",,
Jaclyn H.,5,2021-01-27,This is a great model lotion. It helps my skin in the dry dry winter. Would definitely recommend to anyone with dry skin,,
