title,rating,date,text,verified,helpful
,5.0,"Reviewed in the United States on December 6, 2022","UPDATE 3/8/2023: i bought parallels desktop and a windows 11 license. I need it to try a certain amount of things in IT, however, the performance when running windows in a virtualized environment (like parallels is) it gets seriously affected on the M1, something that didn't happen with intel processors. You notice the performance degrading (but not that much, maybe 10, or even 15% i risk to say) when switching between full screens and main desktop with windows (full separate screen, remember that there's an option to seamlessly integrate within your macOS). You kinda feel the stutter but i can see the M1 processor get in the way and prioritize the screen, and that's a good thing to re-prioritize tasks that are being done in one screen or another (take the word ""screen"" as full-screen apps or software that switches between desktop and full-screen apps or between apps). In my case, running windows 11 makes the mbp m1 run hotter than i'm really use to, but it does not affect battery performance as much as i expected!... weird, isn't it?... love it!

If you're going to virtualize something, that isn't Windows, you shouldn't worry that much on this laptop. Just remember that's still have 8gb ram and usable 228gb, therefore, performance wouldn't be the same as bare metal.

Still, other regular software from apple or safari (or any other browser), Office365, Adobe XD, Photoshop do not affect performance nor consume that much battery, although if you are a graphic designer or a photographer making a quick change could make you brighten your screen, in which may lead to higher power consumption, which also could be confused by software running.

One bad thing that i found with heavy usage is that the keyboard gets ""oily"", meaning, it wears in time and amount of usage per day; funny enough, the aluminum part of the palm rest don't have any signs of wear.

Another thing that i found is that the left speaker sounds like it broke when hearing at 70% volume, i don't know if that's fixable or not, anywho anyhow... i'm gonna stick with that because i rarely use it.

One thing that i've also found is how i got used to the fact that this mbp m1 takes nothing to return from suspended state, why? Because no matter what other laptop i use (or desktop, for that matter), all of them takes a few seconds to access to their respective desktops and another few seconds to actually be productive (after booting software)... This one literally takes nothing to wake and start using it... that's why i'm not changing this laptop... and yes, even with its flaws... why? because in critical cases when i need to go somewhere and fast react to do something at work, i just do it! it takes me 0 seconds to wake up the mbp and enter another desktop via anydesk or teamviewer or ssh... this takes time on most windows laptops... i love it!

I just wish this laptop was upgradeable... after all at the end of the day, it makes my life so useful and convenient despite the down side of it... what a masterpiece! i just wish i could do more and more with it, i feel limited... but happy!

and by the way, i still stand on my original review.

ORIGINAL:
I believe i've found my unicorn because this particular macbook air still lasts an insane amount of time! Although i don't use it on full brightness, i regulate it a lot. Connecting several devices to it via bluetooth is transparent, but unfortunately, Apple made the macOS more inconvenient to handle in terms of simplicity.

User experience on the macOS is weird, you know as a mac user where things used to be, then you have to relearn some things and it doesn't feel like home, the new normal isn't good so far.

Keyboard is relatively quiet, also, there's the missing keyboard light on this iteration of the macbook air, why did you take (probably) the most useful key from us?! if you're watching a movie you have to literally stop the movie, go through the menu from above and turn off the keyboard lights, or if you're on a presentation and everything is dark, you just turn your screen light down but you can't with your keyboard because you need to actually stop paying attention to the presentation and go through the menu, inconvenient as heck!

I know (and i'm very well aware) that there are some workarounds to change to the keyboard light again using a small software... but that isn't the end-game, the thing is that we shouldn't need an extra software or aditional configuration just to use something the macbook had for, literally, over 10 years!

Speed on this macbook: you don't even feel it... everything is instant, nothing is slow, if something is, it's most likely the software or the website you're on, is that simple! If you're planning on using massive storage, you should use an usb-c one, not an usb-a through usb-c dongle, you will have a bottleneck, that's guaranteed.

I haven't used it on games because that's why i have my pc and xbox for. However, if you're planning on developing software on it, just make sure your libraries fit within 228gb (the half of it is recommended for all ssd's) of storage, if that's gonna be an issue, then go for usb-c massive storage.

Weight isn't a problem, it makes you feel like you're having a premium laptop on your hands, but not enough to make your bag heavier. Construction feels like you own something premium and well-made.",True,252 people found this helpful
,5.0,"Reviewed in the United States on April 16, 2025","I have ordered many MacBooks from Ebay & other online sellers. I had read reviews a few years back about Amazon Refurbished Laptops. They weren't great...so I had stayed away.
I took a chance this time because it had a great price and a promise for getting what I ordered.
IT DID NOT DISAPPOINT! This laptop is prestine as described! The price was great!
I will always consider Amazon Refurbished from here on out when looking for electronic savings.",True,0 people found this helpful
,5.0,"Reviewed in the United States on February 26, 2025","I got this computer back in August after my previous Macbook air finally gave out on me 10 years later. Needless to say, I was very overdue for a new computer. I haven't had any issues with it and enjoy it a lot! I also purchased apple protection with it just in case since a lot can happen in 2 years even though I've never broken my tech.

I was a bit wary of ordering since it is a more expensive item, but it came perfectly fine and packaged for those who are like me. It's safe to buy if you're looking for a new computer and don't want to go to an Apple store or another store.",True,0 people found this helpful
,5.0,"Reviewed in the United States on January 7, 2025","I needed a new laptop because I am starting a remote position. But I needed something newish that would not break the bank! I looked at many sellers’ ratings, sellers’ reviews and so many product reviews and shipping times. I also searched online to see if the laptops I was interested in would be able to receive Apple updates (at least until I could invest more money in a new one). I decided on this laptop from a highly rated seller. I knew, based on their ratings, reviews, and Amazon’s track record, that I can return the laptop if there are issues. When the MacBook arrived, I figured there would be a scratch or ding, but there’s nothing. I took this out of the box and it looked absolutely brand new! I thought it would take the almost dead battery a long while to charge. It only took 1 to 1 1/2 hours AND the laptop was able to update to the newest OS with no issues at all! I’ve been using this since the day I got it. Zoom, videos, classes, multitasking…no issues. I am so pleased and so impressed with this purchase. I was really not sure what I would get, but I’m so glad I did my research. I am extremely grateful for this purchase!",True,2 people found this helpful
,5.0,"Reviewed in the United States on March 15, 2025","I was on the fence, worried it would be obviously used. The laptop genuinely looks brand new. The charging cord has some very minor black residue and is the only sign its used. Very happy with this and will probably buy another! Phenomenal deal, excellent product!",True,0 people found this helpful
,5.0,"Reviewed in the United States on April 6, 2025",Super nice item,True,One person found this helpful
,5.0,"Reviewed in the United States on March 29, 2025",Really good!!,True,0 people found this helpful
,5.0,"Reviewed in the United States on March 13, 2025",I've had this macbook for 4 years now. Working just as good as they day I first got it. Excellent machine and worth the investment.,True,2 people found this helpful
,5.0,"Reviewed in the United States on February 24, 2025","This MacBook, unlike any other has everything that a more advanced MacBook has but with a smaller screen. Also, this device can handle anything you would throw at it, because of it's advanced chip and average RAM. I have had this MacBook for 2 years, and still works perfectly fine.",True,0 people found this helpful
,5.0,"Reviewed in the United States on March 1, 2025","It didn’t come in original packaging but it looks brand new, battery is good, charging works. Looks like a brand new laptop! I’m glad I bought from here and saved some money.",True,0 people found this helpful
